﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
25;Lleida;2;Catalunya Central;35;Solsonès;25167;Pinós;286;231;64;131;152;79;3;6;143;149;7;13;41;7;6;27;0;10;25;0;0;7;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43107;Pira;503;380;124;215;230;150;14;4;212;216;19;99;41;4;15;21;5;2;4;2;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;8;Penedès;3;Alt Penedès;08164;Pla del Penedès, el;1275;933;270;535;598;335;8;10;580;590;60;189;150;21;27;70;14;7;37;1;1;1;0;2;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43108;Pla de Santa Maria, el;2348;1803;480;877;967;836;17;1;949;950;96;220;331;70;28;103;30;20;36;3;2;5;0;2;;1;1;;;1;;;0
17;Girona;3;Girona;19;Garrotxa;17133;Planes d'Hostoles, les;1712;1272;484;755;870;402;9;9;852;861;63;137;492;15;24;63;9;10;30;0;4;4;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;31;Ripollès;17134;Planoles;304;227;66;118;147;80;7;4;136;140;6;39;59;1;4;24;1;0;0;0;0;1;0;1;0;;0;0;;;0;;
25;Lleida;4;Lleida;32;Segarra;25911;Plans de Sió, els;491;419;127;220;270;149;5;12;253;265;20;65;105;13;9;29;2;0;8;0;1;0;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;27;Pla d'Urgell;25168;Poal, el;670;497;197;299;326;171;9;9;308;317;14;91;122;20;4;24;1;11;18;0;0;1;1;0;0;;1;;0;;;0;
25;Lleida;4;Lleida;18;Garrigues;25169;Pobla de Cérvoles, la;189;175;54;90;112;63;6;8;98;106;15;30;26;3;1;10;4;3;4;0;0;0;0;0;0;;0;;2;;;0;
8;Barcelona;8;Penedès;6;Anoia;08165;Pobla de Claramunt, la;2185;1654;380;732;914;740;10;8;896;904;189;190;248;42;39;76;36;13;51;3;0;2;3;4;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08166;Pobla de Lillet, la;1093;933;273;486;547;386;5;4;538;542;53;158;207;20;17;46;6;8;16;1;3;3;0;0;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43109;Pobla de Mafumet, la;3971;2757;556;1025;1186;1571;18;26;1142;1168;248;231;108;249;70;47;87;45;35;5;3;1;0;0;;7;1;;;1;;;4
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43110;Pobla de Massaluca, la;317;251;70;130;148;103;1;2;145;147;24;54;39;4;5;6;1;5;1;0;0;2;0;0;;1;2;;;1;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43111;Pobla de Montornès, la;2884;2217;491;859;974;1243;18;8;948;956;201;274;139;102;57;39;68;41;15;3;1;4;1;1;;0;1;;;1;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25171;Pobla de Segur, la;3043;2157;528;981;1324;833;28;14;1282;1296;219;323;426;25;51;128;24;21;52;0;1;3;0;1;0;;3;;5;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43112;Poboleda;321;258;100;154;176;82;2;2;172;174;13;41;64;0;4;36;1;2;3;2;1;2;0;1;;2;0;;;0;;;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08167;Polinyà;8504;6121;1292;2623;2976;3145;51;37;2888;2925;944;559;256;359;281;89;236;91;28;24;3;0;4;12;2;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43113;Pont d'Armentera, el;488;390;139;213;235;155;5;1;229;230;20;54;94;17;4;19;4;7;4;1;0;0;0;0;;2;1;;;0;;;2
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25030;Pont de Bar, el;152;133;37;65;75;58;1;1;73;74;4;19;27;1;3;15;0;1;3;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;2;Alt Empordà;17135;Pont de Molins;516;398;103;216;243;155;6;3;234;237;25;63;57;23;10;21;16;5;10;1;0;1;0;0;0;;0;1;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;5;Alta Ribagorça;25173;Pont de Suert, el;2257;1667;378;659;930;737;18;11;901;912;258;186;162;42;62;72;16;33;59;2;0;4;2;1;0;;0;;2;;;0;
8;Barcelona;2;Catalunya Central;7;Bages;08182;Pont de Vilomara i Rocafort, el;3907;2994;640;1216;1379;1615;13;15;1351;1366;368;312;188;220;70;64;74;27;18;4;2;2;0;1;1;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43141;Pontils;122;113;36;66;72;41;4;1;67;68;13;17;17;2;5;5;0;2;5;0;0;0;0;1;;0;0;;;0;;;0
8;Barcelona;8;Penedès;3;Alt Penedès;08168;Pontons;528;382;114;171;209;173;4;2;203;205;15;35;72;12;7;18;4;32;8;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17136;Pontós;260;190;74;116;140;50;2;0;138;138;10;30;46;7;18;11;2;1;12;0;0;0;0;1;0;;0;0;;;0;;
25;Lleida;4;Lleida;23;Noguera;25172;Ponts;2644;1749;467;846;1033;716;16;8;1009;1017;88;346;341;32;18;75;11;42;42;2;1;3;1;1;0;;0;;5;;;1;
17;Girona;3;Girona;28;Pla de l'Estany;17137;Porqueres;4677;3547;1056;2228;2419;1128;41;23;2355;2378;171;726;931;47;52;249;31;25;78;3;7;11;10;3;0;;3;7;;;1;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43114;Porrera;424;372;120;217;269;103;2;1;266;267;21;99;62;2;14;55;2;1;5;1;2;0;0;1;;0;1;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17138;Portbou;1063;833;289;449;530;303;15;8;507;515;151;109;81;39;18;30;20;11;40;1;0;0;1;0;0;;2;4;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17140;Port de la Selva, el;958;667;271;397;469;198;17;3;449;452;56;92;184;12;12;45;15;8;14;0;1;8;0;0;0;;1;1;;;0;;
25;Lleida;4;Lleida;33;Segrià;25174;Portella, la;743;384;147;226;261;123;1;3;257;260;34;77;94;9;5;20;7;0;10;0;0;1;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43115;Pradell de la Teixeta;158;134;55;90;97;37;5;1;91;92;7;20;32;2;1;9;0;1;19;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43116;Prades;588;467;170;280;319;148;4;2;313;315;26;110;110;5;13;31;1;3;5;1;3;3;0;1;;0;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43117;Prat de Comte;177;147;40;73;99;48;1;1;97;98;6;24;35;0;2;6;4;6;14;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;11;Baix Llobregat;08169;Prat de Llobregat, el;65385;48657;9654;20476;23401;25256;282;227;22892;23119;8292;4115;1717;2177;2536;773;1744;983;234;151;28;21;19;49;53;;;;;;;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43118;Pratdip;726;426;146;252;283;143;2;3;278;281;28;75;82;10;8;19;14;4;30;2;4;0;1;0;;1;0;;;0;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08171;Prats de Lluçanès;2604;2070;564;1090;1251;819;27;13;1211;1224;70;339;537;29;25;123;13;12;53;0;2;2;4;1;1;;;;;;;;
8;Barcelona;2;Catalunya Central;6;Anoia;08170;Prats de Rei, els;537;443;138;244;269;174;10;3;256;259;31;50;116;7;7;18;5;4;13;1;3;0;0;1;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25175;Prats i Sansor;222;197;57;102;138;59;5;3;130;133;9;25;47;11;5;10;3;8;9;0;1;1;1;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;38;Urgell;25176;Preixana;387;323;118;178;212;111;4;4;204;208;6;48;69;6;6;14;5;12;35;1;1;1;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;23;Noguera;25177;Preixens;418;350;113;185;212;138;3;1;208;209;18;49;41;14;8;11;5;4;52;0;1;2;0;0;1;;0;;2;;;0;
8;Barcelona;1;Barcelona;21;Maresme;08230;Premià de Dalt;10441;7707;1970;3768;4615;3092;51;37;4527;4564;900;933;1108;383;234;254;318;168;170;18;8;17;11;4;1;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08172;Premià de Mar;28531;20516;4382;9109;11130;9386;99;90;10941;11031;2359;2566;2109;763;896;852;680;333;226;54;28;21;30;16;8;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17139;Preses, les;1855;1431;436;819;935;496;25;6;904;910;96;230;391;18;21;89;11;3;27;4;3;3;2;0;1;;3;2;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25179;Prullans;226;184;58;104;124;60;4;1;119;120;6;31;37;6;3;21;0;0;15;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17141;Puigcerdà;9486;6180;941;2050;2847;3333;61;28;2758;2786;476;572;704;204;109;164;161;96;230;4;2;6;13;3;1;;4;5;;;4;;
8;Barcelona;8;Penedès;3;Alt Penedès;08174;Puigdàlber;524;403;125;235;278;125;3;3;272;275;22;74;90;23;9;31;2;7;13;0;1;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25180;Puiggròs;278;218;76;118;140;78;6;2;132;134;15;36;68;0;2;4;1;1;4;0;0;0;0;0;0;;1;;0;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43119;Puigpelat;1163;877;209;410;456;421;12;5;439;444;86;122;86;23;10;45;20;14;19;0;0;11;0;1;;0;1;;;1;;;0
8;Barcelona;2;Catalunya Central;14;Berguedà;08175;Puig-reig;4295;3356;849;1615;1883;1473;33;28;1822;1850;175;535;613;51;56;171;42;44;100;4;12;2;14;2;1;;;;;;;;
25;Lleida;4;Lleida;38;Urgell;25181;Puigverd d'Agramunt;229;154;47;77;97;57;3;3;91;94;13;26;29;6;0;6;1;5;2;0;0;0;0;0;0;;0;;3;;;0;
25;Lleida;4;Lleida;33;Segrià;25182;Puigverd de Lleida;1349;1059;281;520;618;441;11;9;598;607;89;162;165;38;28;52;21;22;11;2;0;3;0;0;0;;1;;3;;;1;
8;Barcelona;2;Catalunya Central;6;Anoia;08176;Pujalt;210;156;52;96;102;54;5;2;95;97;5;24;48;4;4;0;2;6;1;0;0;0;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08177;Quar, la;49;35;10;15;20;15;0;0;20;20;1;5;2;0;0;7;0;0;5;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;20;Gironès;17142;Quart;3798;2734;801;1542;1816;918;23;30;1763;1793;243;387;611;122;69;159;53;45;38;6;4;6;11;0;0;;3;3;;;3;;
17;Girona;3;Girona;31;Ripollès;17043;Queralbs;188;160;58;102;126;34;4;0;122;122;12;28;54;4;2;13;1;2;4;0;1;1;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43120;Querol;518;426;104;171;215;211;12;0;203;203;38;34;43;33;12;17;12;4;6;4;0;0;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17143;Rabós;184;148;54;87;93;55;0;1;92;93;4;26;27;2;5;12;2;4;4;0;0;4;0;1;0;;0;1;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08178;Rajadell;534;441;148;271;313;128;3;5;305;310;26;82;82;20;13;36;4;3;36;0;1;1;1;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43121;Rasquera;783;602;186;332;347;255;5;3;339;342;27;146;101;6;4;31;0;1;14;4;0;0;0;0;;5;0;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17144;Regencós;276;220;90;136;150;70;2;3;145;148;14;36;62;3;7;8;5;2;5;1;2;0;0;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08179;Rellinars;809;666;168;343;377;289;8;4;365;369;44;121;79;15;32;31;25;4;9;1;1;1;0;2;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43122;Renau;162;114;33;67;78;36;3;1;74;75;10;18;18;1;7;11;3;2;3;0;1;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43123;Reus;106168;71730;12914;27938;33499;38231;581;260;32658;32918;6854;6946;6584;3346;1482;2451;1906;1476;1000;119;108;76;54;49;;50;95;;;55;;;7
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25183;Rialp;641;522;100;274;339;183;16;4;319;323;31;69;83;9;15;39;3;6;58;2;1;0;0;0;0;;0;;3;;;0;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43124;Riba, la;585;461;148;220;264;197;5;3;256;259;35;75;71;12;7;23;7;12;9;0;1;1;0;0;;2;1;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43125;Riba-roja d'Ebre;1110;876;229;394;532;344;22;8;502;510;125;153;74;16;16;42;15;37;10;2;0;1;0;2;;9;0;;;0;;;0
25;Lleida;4;Lleida;32;Segarra;25905;Ribera d'Ondara;433;369;105;213;231;138;16;3;212;215;7;65;74;10;6;12;3;10;10;0;0;4;0;1;1;;0;;9;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25185;Ribera d'Urgellet;932;674;172;322;377;297;13;4;360;364;46;105;138;3;11;26;12;1;14;0;1;0;0;1;0;;1;;1;;;0;
17;Girona;3;Girona;31;Ripollès;17145;Ribes de Freser;1760;1442;368;678;846;596;12;10;824;834;79;196;320;29;24;98;26;6;34;0;3;4;0;1;0;;0;4;;;0;;
17;Girona;3;Girona;34;Selva;17146;Riells i Viabrea;4153;3230;879;1408;1637;1593;18;22;1597;1619;279;483;369;127;78;105;70;24;27;9;1;5;4;2;1;;7;1;;;5;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43126;Riera de Gaià, la;1742;1222;342;634;729;493;15;2;712;714;103;206;188;40;44;62;20;16;25;1;0;0;0;0;;0;3;;;2;;;2
25;Lleida;2;Catalunya Central;35;Solsonès;25186;Riner;263;214;73;134;155;59;3;1;151;152;11;28;63;11;1;22;3;2;7;0;0;2;0;1;0;;0;;0;;;0;
17;Girona;3;Girona;31;Ripollès;17147;Ripoll;10803;7904;1843;3394;4075;3829;82;27;3966;3993;596;900;1375;189;147;302;90;62;189;3;10;37;33;7;0;;6;19;;;1;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08180;Ripollet;39179;27367;5266;11211;12991;14376;177;100;12714;12814;4352;2283;1043;1444;1295;603;924;472;141;74;22;16;8;21;16;;;;;;;;
17;Girona;3;Girona;34;Selva;17148;Riudarenes;2204;1595;421;749;871;724;12;18;841;859;127;158;338;53;30;55;35;13;25;0;1;1;0;1;0;;1;1;;;2;;
17;Girona;3;Girona;19;Garrotxa;17149;Riudaura;481;379;112;246;285;94;3;1;281;282;8;57;139;6;10;58;0;1;2;0;0;0;0;0;0;;0;0;;;0;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43127;Riudecanyes;1146;823;263;453;516;307;12;0;504;504;35;170;153;20;16;53;20;13;13;2;1;2;0;3;;2;1;;;0;;;0
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25913;Riu de Cerdanya;93;88;29;57;72;16;0;0;72;72;2;25;27;1;2;8;1;0;3;0;0;0;3;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43128;Riudecols;1189;915;247;452;501;414;17;5;479;484;100;168;103;14;20;49;6;4;10;1;1;0;0;0;;3;0;;;0;;;0
17;Girona;3;Girona;34;Selva;17150;Riudellots de la Selva;2071;1450;523;906;1026;424;30;10;986;996;93;240;456;30;33;62;19;8;31;2;3;2;4;0;0;;3;0;;;0;;
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43129;Riudoms;6569;4676;1052;2108;2555;2121;68;16;2471;2487;284;702;825;164;57;212;69;52;63;5;12;5;4;5;;7;1;;;4;;;0
17;Girona;3;Girona;2;Alt Empordà;17151;Riumors;246;176;41;91;111;65;3;2;106;108;4;26;37;4;5;15;1;4;0;1;0;3;5;0;0;;0;1;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08181;Roca del Vallès, la;10754;8173;1897;4090;4750;3423;69;39;4642;4681;1214;1078;999;326;240;279;207;121;118;15;8;13;8;11;5;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43130;Rocafort de Queralt;211;177;77;110;123;54;3;0;120;120;6;49;39;3;2;10;4;4;3;0;0;0;0;0;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43131;Roda de Berà;6785;5099;1027;1821;2210;2889;51;9;2150;2159;601;427;248;342;126;64;161;121;38;9;1;5;1;1;;0;4;;;1;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08183;Roda de Ter;6490;4586;1240;2302;2617;1969;33;31;2553;2584;251;642;1037;106;90;243;39;20;84;7;8;13;7;6;0;;;;;;;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43132;Rodonyà;494;386;118;235;245;141;4;7;234;241;17;64;68;16;7;24;6;2;27;0;0;1;0;2;;0;0;;;0;;;0
43;Tarragona;7;Terres de l'Ebre;9;Baix Ebre;43133;Roquetes;8079;5650;1203;2097;2580;3070;70;23;2487;2510;363;856;506;166;151;214;63;57;62;5;7;0;1;1;;28;4;;;3;;;0
17;Girona;3;Girona;2;Alt Empordà;17152;Roses;19807;11199;2202;4700;5353;5846;113;59;5181;5240;1206;977;1101;817;182;168;332;215;113;16;6;9;10;5;3;;9;11;;;1;;
25;Lleida;4;Lleida;33;Segrià;25189;Rosselló;3237;2228;525;983;1146;1082;35;7;1104;1111;159;308;321;76;32;75;39;20;39;1;19;1;0;1;0;;6;;3;;;4;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43134;Rourell, el;372;293;101;161;179;114;5;4;170;174;26;39;39;16;4;16;9;4;10;1;0;0;3;0;;1;1;;;1;;;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08184;Rubí;78591;55303;9754;22229;25533;29770;345;212;24976;25188;7371;5194;2805;2760;2205;1241;1847;893;349;159;35;14;20;51;32;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08185;Rubió;239;197;65;100;120;77;2;1;117;118;7;33;23;8;8;11;5;1;20;0;0;0;1;0;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17153;Rupià;273;200;65;138;153;47;3;1;149;150;13;36;54;0;8;34;0;0;4;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08901;Rupit i Pruit;271;245;119;164;189;56;6;7;176;183;11;45;92;0;6;7;6;0;7;0;1;0;1;0;0;;;;;;;;
8;Barcelona;1;Barcelona;40;Vallès Occidental;08187;Sabadell;216520;153953;35477;70458;81100;72853;993;639;79468;80107;21616;16096;14038;6273;6251;5020;4908;2544;1707;434;147;96;109;149;80;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08188;Sagàs;145;117;47;78;89;28;1;2;86;88;3;18;36;0;0;17;2;1;7;0;0;2;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25190;Salàs de Pallars;327;265;89;140;173;92;4;0;169;169;34;48;39;3;4;28;2;1;8;0;0;0;1;0;0;;1;;0;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08190;Saldes;278;260;107;159;178;82;6;2;170;172;9;52;59;0;8;27;6;1;8;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;19;Garrotxa;17154;Sales de Llierca;159;107;35;54;68;39;2;1;65;66;10;13;13;0;11;14;2;0;0;1;1;0;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;7;Bages;08191;Sallent;6735;5245;1329;2473;2898;2347;26;43;2829;2872;520;819;711;113;146;325;55;52;64;10;4;4;3;0;3;;;;;;;;
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43135;Salomó;549;333;104;195;224;109;3;3;218;221;18;58;88;4;5;23;9;4;8;0;0;0;0;1;;0;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;36;Tarragonès;43905;Salou;28526;15413;2747;5939;7077;8336;107;63;6907;6970;1810;1056;825;1271;346;166;661;498;193;21;8;8;6;6;;6;21;;;4;;;1
17;Girona;3;Girona;20;Gironès;17155;Salt;32138;15067;3445;6198;6985;8082;102;57;6826;6883;1513;1369;1737;713;283;627;224;151;99;12;15;11;30;4;2;;8;20;;;8;;
25;Lleida;4;Lleida;32;Segarra;25191;Sanaüja;379;335;71;168;198;137;11;3;184;187;10;41;82;11;0;21;2;9;7;0;0;0;0;0;0;;0;;1;;;0;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43138;Santa Bàrbara;3715;2644;531;899;1173;1471;48;11;1114;1125;171;310;230;103;34;69;32;60;63;3;1;1;1;1;;30;2;;;3;;;0
8;Barcelona;2;Catalunya Central;24;Osona;08243;Santa Cecília de Voltregà;182;152;39;100;109;43;3;2;104;106;3;29;55;0;0;6;1;1;5;0;2;0;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08244;Santa Coloma de Cervelló;8268;6207;1672;3157;3789;2418;56;37;3696;3733;960;971;495;239;376;208;261;89;46;27;7;5;3;7;2;;;;;;;;
17;Girona;3;Girona;34;Selva;17180;Santa Coloma de Farners;13363;8588;1948;3773;4510;4078;75;43;4392;4435;472;983;1884;186;137;423;68;66;117;5;7;18;11;2;1;;3;7;;;2;;
8;Barcelona;1;Barcelona;13;Barcelonès;08245;Santa Coloma de Gramenet;120443;76747;14730;29841;34091;42656;492;259;33340;33599;14000;5015;1601;3319;3296;1144;2850;1508;184;234;21;14;26;80;48;;;;;;;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43139;Santa Coloma de Queralt;2672;2013;394;962;1161;852;26;9;1126;1135;80;344;413;33;22;127;12;24;55;0;1;3;9;2;;0;1;;;0;;;0
17;Girona;3;Girona;10;Baix Empordà;17181;Santa Cristina d'Aro;5287;3578;773;1598;1899;1679;31;18;1850;1868;310;440;565;121;108;78;93;45;68;3;1;1;1;9;1;;3;2;;;1;;
8;Barcelona;1;Barcelona;13;Barcelonès;08194;Sant Adrià de Besòs;37447;25594;4246;8821;10359;15235;130;77;10152;10229;3488;1834;790;1236;861;380;854;488;78;78;6;12;7;32;8;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08246;Santa Eugènia de Berga;2278;1693;533;991;1093;600;11;4;1078;1082;68;268;546;19;18;108;7;10;25;0;6;2;1;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08247;Santa Eulàlia de Riuprimer;1383;1013;305;641;720;293;21;7;692;699;39;175;296;12;19;94;7;7;36;5;0;0;1;1;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08248;Santa Eulàlia de Ronçana;7426;5805;1267;2671;3055;2750;34;31;2990;3021;515;809;762;161;182;251;160;68;49;16;4;8;2;3;0;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08249;Santa Fe del Penedès;367;282;108;204;230;52;5;7;218;225;22;49;76;12;10;29;5;3;11;1;0;0;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08195;Sant Agustí de Lluçanès;89;80;24;49;57;23;6;1;50;51;1;8;26;1;2;4;1;1;6;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17182;Santa Llogaia d'Àlguema;368;285;88;142;151;134;5;1;145;146;39;18;31;24;11;2;6;9;5;0;0;0;0;0;0;;0;0;;;0;;
8;Barcelona;8;Penedès;6;Anoia;08250;Santa Margarida de Montbui;10225;7194;1514;2641;3141;4053;58;37;3046;3083;1059;569;277;331;221;140;233;92;93;12;3;5;5;4;2;;;;;;;;
8;Barcelona;8;Penedès;3;Alt Penedès;08251;Santa Margarida i els Monjos;7676;5181;1252;2245;2618;2563;36;26;2556;2582;696;642;438;208;153;139;135;51;51;20;5;4;1;11;2;;;;;;;;
8;Barcelona;2;Catalunya Central;42;Moianès;08258;Santa Maria d'Oló;1024;839;250;534;588;251;8;7;573;580;23;200;200;4;8;102;5;6;18;2;3;1;0;1;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08253;Santa Maria de Besora;161;132;53;86;92;40;2;3;87;90;6;22;39;0;3;11;0;0;3;1;0;0;2;0;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08256;Santa Maria de Martorelles;890;692;172;365;425;267;5;9;411;420;53;114;78;26;51;50;12;8;9;5;0;5;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08255;Santa Maria de Merlès;184;124;44;77;89;35;0;2;87;89;1;19;38;1;3;18;0;0;7;0;0;0;0;0;0;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08257;Santa Maria de Miralles;119;106;45;67;76;30;1;2;73;75;7;15;23;3;5;6;0;1;12;0;0;0;0;1;0;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08259;Santa Maria de Palautordera;9630;7108;1991;3830;4371;2737;49;39;4283;4322;669;1102;1278;193;238;423;120;81;113;25;15;12;4;5;5;;;;;;;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08196;Sant Andreu de la Barca;27569;19510;4137;8553;9698;9812;132;86;9480;9566;3512;1758;603;1253;699;281;824;347;69;70;12;3;11;25;13;;;;;;;;
8;Barcelona;1;Barcelona;21;Maresme;08197;Sant Andreu de Llavaneres;11133;8082;1731;3825;4602;3480;50;41;4511;4552;729;1011;1213;412;202;191;245;257;198;17;4;15;12;3;2;;;;;;;;
17;Girona;3;Girona;20;Gironès;17157;Sant Andreu Salou;160;119;35;86;97;22;1;2;94;96;18;11;46;1;2;15;0;0;1;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;19;Garrotxa;17183;Sant Aniol de Finestres;345;255;95;152;172;83;4;4;164;168;11;28;83;9;2;18;2;3;4;0;2;1;1;0;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08198;Sant Antoni de Vilamajor;6208;4753;988;2241;2768;1985;44;22;2702;2724;363;697;824;149;130;259;106;58;76;17;6;9;0;6;2;;;;;;;;
43;Tarragona;8;Penedès;12;Baix Penedès;43140;Santa Oliva;3353;2486;622;1061;1153;1333;19;11;1123;1134;317;229;171;167;42;51;81;46;10;3;1;0;0;3;;2;0;;;0;;;0
17;Girona;3;Girona;19;Garrotxa;17184;Santa Pau;1614;1254;419;719;830;424;19;11;800;811;59;193;363;16;24;85;7;7;19;3;2;7;6;1;0;;3;5;;;0;;
